palabra_clave;rol;grupo;tipo_dato;idioma;prioridad;rol_motor_actual
nivel prioridades;prioridad_nivel;clasificacion;texto;es;90;
nivel riesgos;prioridad_nivel;clasificacion;texto;es;90;
nivel satisfacciones;prioridad_nivel;clasificacion;texto;es;90;
niveles;prioridad_nivel;clasificacion;texto;es;90;
nota evaluaciones;prioridad_nivel;clasificacion;texto;es;90;
prioridades;prioridad_nivel;clasificacion;texto;es;90;
priority;prioridad_nivel;clasificacion;texto;en;90;
puntajes;prioridad_nivel;clasificacion;texto;es;90;
rank;prioridad_nivel;clasificacion;texto;en;90;
risk level;prioridad_nivel;clasificacion;texto;en;90;
scores;prioridad_nivel;clasificacion;texto;es;90;
severidades;prioridad_nivel;clasificacion;texto;es;90;
severity;prioridad_nivel;clasificacion;texto;en;90;
tieres;prioridad_nivel;clasificacion;texto;es;90;
urgencias;prioridad_nivel;clasificacion;texto;es;90;
valoraciones;prioridad_nivel;clasificacion;texto;es;90;
clasificacion de cliente;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de credito;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de prioridad;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de riesgo;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de satisfaccion;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de servicio;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de urgencia;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_cliente;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_credito;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_prioridad;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_satisfaccion;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_servicio;prioridad_nivel;clasificacion;texto;es;80;
clasificacion_urgencia;prioridad_nivel;clasificacion;texto;es;80;
nivel de cliente;prioridad_nivel;clasificacion;texto;es;80;
nivel de credito;prioridad_nivel;clasificacion;texto;es;80;
nivel de prioridad;prioridad_nivel;clasificacion;texto;es;80;
nivel de riesgo;prioridad_nivel;clasificacion;texto;es;80;
nivel de satisfaccion;prioridad_nivel;clasificacion;texto;es;80;
nivel de servicio;prioridad_nivel;clasificacion;texto;es;80;
nivel de urgencia;prioridad_nivel;clasificacion;texto;es;80;
nivel_cliente;prioridad_nivel;clasificacion;texto;es;80;
nivel_credito;prioridad_nivel;clasificacion;texto;es;80;
nivel_servicio;prioridad_nivel;clasificacion;texto;es;80;
nivel_urgencia;prioridad_nivel;clasificacion;texto;es;80;
clasificacion de clientes;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de creditos;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de prioridades;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de riesgos;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de satisfacciones;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de servicios;prioridad_nivel;clasificacion;texto;es;70;
clasificacion de urgencias;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del cliente;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del credito;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del prioridad;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del riesgo;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del satisfaccion;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del servicio;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del urgencia;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_clientes;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_creditos;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_prioridades;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_satisfacciones;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_servicios;prioridad_nivel;clasificacion;texto;es;70;
clasificacion_urgencias;prioridad_nivel;clasificacion;texto;es;70;
nivel de clientes;prioridad_nivel;clasificacion;texto;es;70;
nivel de creditos;prioridad_nivel;clasificacion;texto;es;70;
nivel de prioridades;prioridad_nivel;clasificacion;texto;es;70;
nivel de riesgos;prioridad_nivel;clasificacion;texto;es;70;
nivel de satisfacciones;prioridad_nivel;clasificacion;texto;es;70;
nivel de servicios;prioridad_nivel;clasificacion;texto;es;70;
nivel de urgencias;prioridad_nivel;clasificacion;texto;es;70;
nivel del cliente;prioridad_nivel;clasificacion;texto;es;70;
nivel del credito;prioridad_nivel;clasificacion;texto;es;70;
nivel del prioridad;prioridad_nivel;clasificacion;texto;es;70;
nivel del riesgo;prioridad_nivel;clasificacion;texto;es;70;
nivel del satisfaccion;prioridad_nivel;clasificacion;texto;es;70;
nivel del servicio;prioridad_nivel;clasificacion;texto;es;70;
nivel del urgencia;prioridad_nivel;clasificacion;texto;es;70;
nivel_clientes;prioridad_nivel;clasificacion;texto;es;70;
nivel_creditos;prioridad_nivel;clasificacion;texto;es;70;
nivel_servicios;prioridad_nivel;clasificacion;texto;es;70;
nivel_urgencias;prioridad_nivel;clasificacion;texto;es;70;
clasificacion del clientes;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del creditos;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del prioridades;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del riesgos;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del satisfacciones;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del servicios;prioridad_nivel;clasificacion;texto;es;60;
clasificacion del urgencias;prioridad_nivel;clasificacion;texto;es;60;
nivel del clientes;prioridad_nivel;clasificacion;texto;es;60;
nivel del creditos;prioridad_nivel;clasificacion;texto;es;60;
nivel del prioridades;prioridad_nivel;clasificacion;texto;es;60;
nivel del riesgos;prioridad_nivel;clasificacion;texto;es;60;
nivel del satisfacciones;prioridad_nivel;clasificacion;texto;es;60;
nivel del servicios;prioridad_nivel;clasificacion;texto;es;60;
nivel del urgencias;prioridad_nivel;clasificacion;texto;es;60;
prio;prioridad_nivel;clasificacion;texto;es;60;
prios;prioridad_nivel;clasificacion;texto;es;50;
clase documento;tipo_documento;clasificacion;texto;es;100;
naturaleza documento;tipo_documento;clasificacion;texto;es;100;
tipo asiento;tipo_documento;clasificacion;texto;es;100;
tipo cambio documento;tipo_documento;clasificacion;texto;es;100;
tipo comprobante;tipo_documento;clasificacion;texto;es;100;
tipo contrato;tipo_documento;clasificacion;texto;es;100;
tipo documento;tipo_documento;clasificacion;texto;es;100;
tipo dte;tipo_documento;clasificacion;texto;es;100;
tipo factura;tipo_documento;clasificacion;texto;es;100;
tipo movimiento;tipo_documento;clasificacion;texto;es;100;
tipo nota;tipo_documento;clasificacion;texto;es;100;
tipo operacion;tipo_documento;clasificacion;texto;es;100;
tipo pedido;tipo_documento;clasificacion;texto;es;100;
tipo registro;tipo_documento;clasificacion;texto;es;100;
tipo transaccion;tipo_documento;clasificacion;texto;es;100;
clase documentos;tipo_documento;clasificacion;texto;es;90;
doc type;tipo_documento;clasificacion;texto;en;90;
document type;tipo_documento;clasificacion;texto;en;90;
naturaleza documentos;tipo_documento;clasificacion;texto;es;90;
record type;tipo_documento;clasificacion;texto;en;90;
tipo asientos;tipo_documento;clasificacion;texto;es;90;
tipo cambio documentos;tipo_documento;clasificacion;texto;es;90;
tipo comprobantes;tipo_documento;clasificacion;texto;es;90;
tipo contratos;tipo_documento;clasificacion;texto;es;90;
tipo documentos;tipo_documento;clasificacion;texto;es;90;
tipo dtes;tipo_documento;clasificacion;texto;es;90;
tipo facturas;tipo_documento;clasificacion;texto;es;90;
tipo movimientos;tipo_documento;clasificacion;texto;es;90;
tipo notas;tipo_documento;clasificacion;texto;es;90;
tipo operaciones;tipo_documento;clasificacion;texto;es;90;
tipo pedidos;tipo_documento;clasificacion;texto;es;90;
tipo registros;tipo_documento;clasificacion;texto;es;90;
tipo transacciones;tipo_documento;clasificacion;texto;es;90;
transaction type;tipo_documento;clasificacion;texto;en;90;
clase de ajuste;tipo_documento;clasificacion;texto;es;80;
clase de asiento;tipo_documento;clasificacion;texto;es;80;
clase de boleta;tipo_documento;clasificacion;texto;es;80;
clase de compra;tipo_documento;clasificacion;texto;es;80;
clase de comprobante;tipo_documento;clasificacion;texto;es;80;
clase de contrato;tipo_documento;clasificacion;texto;es;80;
clase de cotizacion;tipo_documento;clasificacion;texto;es;80;
clase de documento;tipo_documento;clasificacion;texto;es;80;
clase de egreso;tipo_documento;clasificacion;texto;es;80;
clase de factura;tipo_documento;clasificacion;texto;es;80;
clase de gasto;tipo_documento;clasificacion;texto;es;80;
clase de guia despacho;tipo_documento;clasificacion;texto;es;80;
clase de ingreso;tipo_documento;clasificacion;texto;es;80;
clase de liquidacion;tipo_documento;clasificacion;texto;es;80;
clase de movimiento;tipo_documento;clasificacion;texto;es;80;
clase de nota credito;tipo_documento;clasificacion;texto;es;80;
clase de nota debito;tipo_documento;clasificacion;texto;es;80;
clase de operacion;tipo_documento;clasificacion;texto;es;80;
clase de orden;tipo_documento;clasificacion;texto;es;80;
clase de pedido;tipo_documento;clasificacion;texto;es;80;
clase de proyecto;tipo_documento;clasificacion;texto;es;80;
clase de registro;tipo_documento;clasificacion;texto;es;80;
clase de remesa;tipo_documento;clasificacion;texto;es;80;
clase de rendicion;tipo_documento;clasificacion;texto;es;80;
clase de servicio;tipo_documento;clasificacion;texto;es;80;
clase de transaccion;tipo_documento;clasificacion;texto;es;80;
clase de venta;tipo_documento;clasificacion;texto;es;80;
clase_ajuste;tipo_documento;clasificacion;texto;es;80;
clase_asiento;tipo_documento;clasificacion;texto;es;80;
clase_boleta;tipo_documento;clasificacion;texto;es;80;
clase_compra;tipo_documento;clasificacion;texto;es;80;
clase_comprobante;tipo_documento;clasificacion;texto;es;80;
clase_contrato;tipo_documento;clasificacion;texto;es;80;
clase_cotizacion;tipo_documento;clasificacion;texto;es;80;
clase_egreso;tipo_documento;clasificacion;texto;es;80;
clase_factura;tipo_documento;clasificacion;texto;es;80;
clase_gasto;tipo_documento;clasificacion;texto;es;80;
clase_guia despacho;tipo_documento;clasificacion;texto;es;80;
clase_ingreso;tipo_documento;clasificacion;texto;es;80;
clase_liquidacion;tipo_documento;clasificacion;texto;es;80;
clase_movimiento;tipo_documento;clasificacion;texto;es;80;
clase_nota credito;tipo_documento;clasificacion;texto;es;80;
clase_nota debito;tipo_documento;clasificacion;texto;es;80;
clase_operacion;tipo_documento;clasificacion;texto;es;80;
clase_orden;tipo_documento;clasificacion;texto;es;80;
clase_pedido;tipo_documento;clasificacion;texto;es;80;
clase_proyecto;tipo_documento;clasificacion;texto;es;80;
clase_registro;tipo_documento;clasificacion;texto;es;80;
clase_remesa;tipo_documento;clasificacion;texto;es;80;
clase_rendicion;tipo_documento;clasificacion;texto;es;80;
clase_servicio;tipo_documento;clasificacion;texto;es;80;
clase_transaccion;tipo_documento;clasificacion;texto;es;80;
clase_venta;tipo_documento;clasificacion;texto;es;80;
tipo de ajuste;tipo_documento;clasificacion;texto;es;80;
tipo de asiento;tipo_documento;clasificacion;texto;es;80;
tipo de boleta;tipo_documento;clasificacion;texto;es;80;
tipo de compra;tipo_documento;clasificacion;texto;es;80;
tipo de comprobante;tipo_documento;clasificacion;texto;es;80;
tipo de contrato;tipo_documento;clasificacion;texto;es;80;
tipo de cotizacion;tipo_documento;clasificacion;texto;es;80;
tipo de documento;tipo_documento;clasificacion;texto;es;80;
tipo de egreso;tipo_documento;clasificacion;texto;es;80;
tipo de factura;tipo_documento;clasificacion;texto;es;80;
tipo de guia despacho;tipo_documento;clasificacion;texto;es;80;
tipo de liquidacion;tipo_documento;clasificacion;texto;es;80;
tipo de movimiento;tipo_documento;clasificacion;texto;es;80;
tipo de nota credito;tipo_documento;clasificacion;texto;es;80;
tipo de nota debito;tipo_documento;clasificacion;texto;es;80;
tipo de operacion;tipo_documento;clasificacion;texto;es;80;
tipo de orden;tipo_documento;clasificacion;texto;es;80;
tipo de pedido;tipo_documento;clasificacion;texto;es;80;
tipo de proyecto;tipo_documento;clasificacion;texto;es;80;
tipo de registro;tipo_documento;clasificacion;texto;es;80;
tipo de remesa;tipo_documento;clasificacion;texto;es;80;
tipo de rendicion;tipo_documento;clasificacion;texto;es;80;
tipo de transaccion;tipo_documento;clasificacion;texto;es;80;
tipo_ajuste;tipo_documento;clasificacion;texto;es;80;
tipo_boleta;tipo_documento;clasificacion;texto;es;80;
tipo_compra;tipo_documento;clasificacion;texto;es;80;
tipo_cotizacion;tipo_documento;clasificacion;texto;es;80;
tipo_egreso;tipo_documento;clasificacion;texto;es;80;
tipo_guia despacho;tipo_documento;clasificacion;texto;es;80;
tipo_liquidacion;tipo_documento;clasificacion;texto;es;80;
tipo_nota credito;tipo_documento;clasificacion;texto;es;80;
tipo_nota debito;tipo_documento;clasificacion;texto;es;80;
tipo_orden;tipo_documento;clasificacion;texto;es;80;
tipo_proyecto;tipo_documento;clasificacion;texto;es;80;
tipo_remesa;tipo_documento;clasificacion;texto;es;80;
tipo_rendicion;tipo_documento;clasificacion;texto;es;80;
tipo anticipo;tipo_documento;clasificacion;texto;es;75;
tipo arriendo;tipo_documento;clasificacion;texto;es;75;
tipo cargo;tipo_documento;clasificacion;texto;es;75;
tipo castigo;tipo_documento;clasificacion;texto;es;75;
tipo consulta;tipo_documento;clasificacion;texto;es;75;
tipo convenio;tipo_documento;clasificacion;texto;es;75;
tipo credito;tipo_documento;clasificacion;texto;es;75;
tipo cuota;tipo_documento;clasificacion;texto;es;75;
tipo de anticipo;tipo_documento;clasificacion;texto;es;75;
tipo de arriendo;tipo_documento;clasificacion;texto;es;75;
tipo de cargo;tipo_documento;clasificacion;texto;es;75;
tipo de castigo;tipo_documento;clasificacion;texto;es;75;
tipo de consulta;tipo_documento;clasificacion;texto;es;75;
tipo de convenio;tipo_documento;clasificacion;texto;es;75;
tipo de credito;tipo_documento;clasificacion;texto;es;75;
tipo de cuota;tipo_documento;clasificacion;texto;es;75;
tipo de descuento aplicado;tipo_documento;clasificacion;texto;es;75;
tipo de donacion;tipo_documento;clasificacion;texto;es;75;
tipo de garantia;tipo_documento;clasificacion;texto;es;75;
tipo de interes;tipo_documento;clasificacion;texto;es;75;
tipo de inversion;tipo_documento;clasificacion;texto;es;75;
tipo de licitacion;tipo_documento;clasificacion;texto;es;75;
tipo de matricula;tipo_documento;clasificacion;texto;es;75;
tipo de multa;tipo_documento;clasificacion;texto;es;75;
tipo de poliza;tipo_documento;clasificacion;texto;es;75;
tipo de prestamo;tipo_documento;clasificacion;texto;es;75;
tipo de provision;tipo_documento;clasificacion;texto;es;75;
tipo de recibo;tipo_documento;clasificacion;texto;es;75;
tipo de reclamo;tipo_documento;clasificacion;texto;es;75;
tipo de rendimiento;tipo_documento;clasificacion;texto;es;75;
tipo de siniestro;tipo_documento;clasificacion;texto;es;75;
tipo de suscripcion;tipo_documento;clasificacion;texto;es;75;
tipo de voucher;tipo_documento;clasificacion;texto;es;75;
tipo descuento aplicado;tipo_documento;clasificacion;texto;es;75;
tipo donacion;tipo_documento;clasificacion;texto;es;75;
tipo garantia;tipo_documento;clasificacion;texto;es;75;
tipo interes;tipo_documento;clasificacion;texto;es;75;
tipo inversion;tipo_documento;clasificacion;texto;es;75;
tipo licitacion;tipo_documento;clasificacion;texto;es;75;
tipo matricula;tipo_documento;clasificacion;texto;es;75;
tipo multa;tipo_documento;clasificacion;texto;es;75;
tipo poliza;tipo_documento;clasificacion;texto;es;75;
tipo prestamo;tipo_documento;clasificacion;texto;es;75;
tipo provision;tipo_documento;clasificacion;texto;es;75;
tipo recibo;tipo_documento;clasificacion;texto;es;75;
tipo reclamo;tipo_documento;clasificacion;texto;es;75;
tipo rendimiento;tipo_documento;clasificacion;texto;es;75;
tipo siniestro;tipo_documento;clasificacion;texto;es;75;
tipo suscripcion;tipo_documento;clasificacion;texto;es;75;
tipo voucher;tipo_documento;clasificacion;texto;es;75;
clase de ajustes;tipo_documento;clasificacion;texto;es;70;
clase de asientos;tipo_documento;clasificacion;texto;es;70;
clase de boletas;tipo_documento;clasificacion;texto;es;70;
